time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-10-13T19:42:39.890Z,37.6268349,-118.8361664,3.44,0.88,md,11,85,0.01111,0.17,nc,nc72326541,2014-10-13T22:20:04.750Z,"12km ESE of Mammoth Lakes, California",earthquake
2014-10-13T19:34:50.600Z,18.9213,-64.5176,47,3.1,Md,5,306,0.50934477,0.05,pr,pr14286000,2014-10-14T03:37:17.253Z,"56km N of Road Town, British Virgin Islands",earthquake
2014-10-13T19:09:02.400Z,19.4113,-155.2633,3.5,1.9,Md,,100.8,0,0.16,hv,hv60788961,2014-10-13T19:14:49.523Z,"3km SW of Volcano, Hawaii",earthquake
2014-10-13T19:04:29.000Z,71.2962,-135.1575,55.1,3.5,ml,13,266.399978688002,3.036306,1.33,ak,ak11417410,2014-10-14T03:07:03.382Z,"220km NNW of Tuktoyaktuk, Canada",earthquake
2014-10-13T18:30:49.500Z,47.6677,-121.9968,6.7,1.4,Ml,,75.6,0.03593261,0.25,uw,uw60093208,2014-10-14T01:54:33.946Z,"2km ESE of Union Hill-Novelty Hill, Washington",earthquake
2014-10-13T18:23:33.660Z,34.279,-117.0265,8.04,1.28,ml,36,53,0.02817,0.21,ci,ci37278728,2014-10-13T22:49:34.390Z,"10km NE of Running Springs, California",earthquake
2014-10-13T18:18:37.870Z,37.4824982,-118.7771683,8.04,1.37,md,13,155,0.04445,0.02,nc,nc72326521,2014-10-13T21:51:06.618Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-13T18:07:58.010Z,38.8274994,-122.8048325,2.77,0.56,md,9,91,0.005793,0.02,nc,nc72326511,2014-10-13T18:28:04.778Z,"6km NW of The Geysers, California",earthquake
2014-10-13T17:59:01.090Z,37.462,-118.6992,0.02,0.39,ml,9,129.03,0.017,,nn,nn00463831,2014-10-13T18:00:23.130Z,"24km WNW of West Bishop, California",earthquake
2014-10-13T17:57:26.000Z,61.135,-149.7444,28.3,1.6,ml,,,,0.79,ak,ak11417331,2014-10-13T18:17:25.764Z,"12km SE of Anchorage, Alaska",earthquake
2014-10-13T17:45:59.000Z,61.2848,-141.023,1,1.2,ml,12,190.799984736001,0.3539362,0.73,ak,ak11417269,2014-10-14T01:25:13.511Z,"156km NNE of Cape Yakataga, Alaska",earthquake
2014-10-13T17:42:55.800Z,38.788166,-122.7713318,3.03,0.86,md,15,77,0.01389,0.02,nc,nc72326496,2014-10-13T17:58:06.509Z,"1km NW of The Geysers, California",earthquake
2014-10-13T17:40:18.000Z,61.9833,-149.3583,15.9,1.6,ml,,,,0.76,ak,ak11417267,2014-10-13T18:03:00.962Z,"27km NNW of Fishhook, Alaska",earthquake
2014-10-13T17:30:00.370Z,37.5668335,-118.6425018,4.87,1.34,md,7,186,0.06922,0.19,nc,nc72326491,2014-10-13T21:08:07.011Z,"28km NW of Dixon Lane-Meadow Creek, California",earthquake
2014-10-13T17:27:27.090Z,36.0146667,-117.7971667,0.01,0.89,ml,9,138,0.02792,0.2,ci,ci37278720,2014-10-13T17:31:09.930Z,"40km N of Inyokern, California",quarry_blast
2014-10-13T17:11:03.000Z,61.1532,-147.1606,9.8,3.1,ml,,,,0.76,ak,ak11417250,2014-10-14T01:13:39.975Z,"43km W of Valdez, Alaska",earthquake
2014-10-13T17:10:45.750Z,39.8701668,-123.8871689,3.27,1.79,md,6,199,0.2292,0.02,nc,nc72326481,2014-10-13T20:12:05.981Z,"28km S of Redway, California",earthquake
2014-10-13T17:09:46.970Z,33.9231667,-116.7845,9.86,1.03,ml,36,46,0.08999,0.24,ci,ci37278712,2014-10-13T17:20:39.080Z,"0km NNE of Cabazon, California",earthquake
2014-10-13T16:57:32.200Z,38.8334999,-122.8081665,2.95,0.43,md,10,73,0.01476,0.03,nc,nc72326476,2014-10-13T19:22:05.612Z,"7km W of Cobb, California",earthquake
2014-10-13T16:38:35.000Z,61.106,-149.8588,12.7,2.7,ml,,,,0.87,ak,ak11417182,2014-10-14T00:41:03.369Z,"12km S of Anchorage, Alaska",earthquake
2014-10-13T16:37:15.440Z,36.8626667,-113.057,20.96,1.75,ml,12,169,0.2111,0.17,uu,uu60088242,2014-10-13T19:48:09.120Z,"15km SSW of Colorado City, Arizona",earthquake
2014-10-13T16:25:28.880Z,38.8251648,-122.8073349,3.35,0.91,md,15,67,0.01874,0.03,nc,nc72326471,2014-10-13T16:48:03.894Z,"6km NW of The Geysers, California",earthquake
2014-10-13T16:17:54.010Z,-23.2915,-68.5639,129.71,4.5,mb,,69,0.747,0.67,us,usb000slmc,2014-10-14T13:34:08.292Z,"54km SW of San Pedro de Atacama, Chile",earthquake
2014-10-13T16:15:17.270Z,33.8548333,-117.4995,0.01,1.51,ml,29,48,0.05873,0.26,ci,ci37278704,2014-10-13T16:20:33.709Z,"2km NE of El Cerrito, California",quarry_blast
2014-10-13T16:15:03.280Z,37.4836655,-118.7863312,6.3,1.51,md,19,157,0.0516,0.04,nc,nc72326466,2014-10-13T19:42:07.783Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-13T16:15:01.390Z,64.5621,-17.8399,10,4.5,mb,,122,1.512,0.91,us,usb000slmi,2014-10-14T13:20:50.000Z,"125km S of Akureyri, Iceland",earthquake
2014-10-13T16:12:46.340Z,-20.175,-173.2924,10,4.6,mb,,138,3.355,0.59,us,usb000slmm,2014-10-14T00:15:29.253Z,"118km ESE of Pangai, Tonga",earthquake
2014-10-13T16:07:07.100Z,19.4317,-155.2598,2.9,1.9,md,,237.599980992002,0.008983153,0.13,hv,hv60788886,2014-10-13T16:10:14.000Z,"2km W of Volcano, Hawaii",earthquake
2014-10-13T16:05:32.030Z,37.4811668,-118.786499,6.57,1.18,md,10,183,0.05198,0.02,nc,nc72326461,2014-10-13T19:15:09.828Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-13T16:03:11.590Z,36.82,-97.718,3.4,3,ml,,,,0.58,us,usb000slm0,2014-10-13T22:23:33.506Z,"2km NE of Medford, Oklahoma",earthquake
2014-10-13T15:41:14.950Z,36.1453,141.0898,10,4.6,mb,,135,0.732,0.58,us,usb000slly,2014-10-13T23:43:41.220Z,"44km ENE of Kashima-shi, Japan",earthquake
2014-10-13T15:40:17.140Z,36.5478325,-121.1015015,8.84,1.36,md,9,93,0.0585,0.03,nc,nc72326451,2014-10-13T18:48:06.914Z,"24km NE of Soledad, California",earthquake
2014-10-13T15:30:04.000Z,63.0854,-151.4433,1.6,1.6,ml,,,,0.27,ak,ak11417110,2014-10-13T15:55:36.789Z,"108km NW of Talkeetna, Alaska",earthquake
2014-10-13T15:29:53.630Z,44.7418333,-111.0111667,7.4,-0.24,md,7,104,0.01786,0.17,uu,uu60088227,2014-10-13T19:45:01.860Z,"11km NE of West Yellowstone, Montana",earthquake
2014-10-13T15:25:49.400Z,47.6633,-121.9952,6.6,1.4,Md,,64.8,0.03593261,0.32,uw,uw60093113,2014-10-14T01:43:11.709Z,"3km SE of Union Hill-Novelty Hill, Washington",earthquake
2014-10-13T15:24:00.300Z,47.6548,-121.9653,17.2,2.9,Ml,,75.6,0.08983153,0.39,uw,uw60891637,2014-10-14T06:01:30.703Z,"2km N of Ames Lake, Washington",earthquake
2014-10-13T15:14:27.570Z,-15.2042,-73.4392,96.04,5.4,mb,,75,4.326,0.92,us,usb000slle,2014-10-13T17:43:17.000Z,"41km ESE of Coracora, Peru",earthquake
2014-10-13T15:00:24.060Z,38.8185005,-122.7641678,2.63,0.92,md,14,116,0.01277,0.03,nc,nc72326441,2014-10-13T15:15:08.946Z,"3km W of Cobb, California",earthquake
2014-10-13T14:59:48.000Z,65.2084,-149.0957,13.7,1.2,ml,,,,0.13,ak,ak11417106,2014-10-13T15:24:29.523Z,"64km NW of Ester, Alaska",earthquake
2014-10-13T14:58:09.000Z,51.6854,179.4904,77.7,2.3,ml,11,115.199990784001,,0.32,ak,ak11417104,2014-10-13T16:48:06.209Z,"30km SSW of Semisopochnoi Island, Alaska",earthquake
2014-10-13T14:50:47.340Z,-3.3849,138.4572,69.36,4.5,mb,,162,6.216,0.41,us,usb000sll7,2014-10-13T22:53:29.240Z,"241km ENE of Enarotali, Indonesia",earthquake
2014-10-13T14:33:23.720Z,38.7994995,-122.7559967,2.85,0.74,md,16,108,0.02215,0.02,nc,nc72326436,2014-10-13T14:48:06.165Z,"2km N of The Geysers, California",earthquake
2014-10-13T14:22:14.610Z,38.8226662,-122.7669983,2.82,0.88,md,10,121,0.008119,0.02,nc,nc72326431,2014-10-13T14:48:06.163Z,"3km W of Cobb, California",earthquake
2014-10-13T14:20:43.150Z,34.2775,-117.0328333,6.59,1.59,ml,71,20,0.0307,0.24,ci,ci37278696,2014-10-13T22:51:25.200Z,"10km NE of Running Springs, California",earthquake
2014-10-13T14:18:56.500Z,47.8697,-122.7725,2.8,0.6,Md,,255.6,0.10779783,0.11,uw,uw60891622,2014-10-13T16:03:11.620Z,"9km SW of Port Ludlow, Washington",earthquake
2014-10-13T14:12:59.610Z,35.9161667,-117.7063333,0.01,2.41,ml,28,44,0.05536,0.29,ci,ci37278688,2014-10-13T22:15:39.378Z,"31km N of China Lake Acres, California",quarry_blast
2014-10-13T14:11:05.000Z,61.8179,-149.6843,41.5,2,ml,,,,0.3,ak,ak11417047,2014-10-13T14:38:50.045Z,"20km ENE of Willow, Alaska",earthquake
2014-10-13T14:10:18.870Z,38.7896652,-122.7874985,1.78,0.5,md,6,135,0.003524,0.03,nc,nc72326421,2014-10-13T14:26:08.805Z,"3km WNW of The Geysers, California",earthquake
2014-10-13T13:36:55.130Z,38.8156662,-122.8184967,3.05,0.56,md,7,95,0.01076,0.01,nc,nc72326411,2014-10-13T14:03:06.339Z,"6km NW of The Geysers, California",earthquake
2014-10-13T13:32:15.000Z,62.9177,-148.7798,66.4,1,ml,14,64.7999948160004,,0.41,ak,ak11417040,2014-10-13T16:48:05.635Z,"53km S of Cantwell, Alaska",earthquake
2014-10-13T13:27:40.400Z,19.4288,-155.2725,5.8,1.9,Md,,187.2,0.00898315,0.31,hv,hv60788841,2014-10-13T13:30:52.561Z,"3km W of Volcano, Hawaii",earthquake
2014-10-13T13:20:29.400Z,46.743,-122.2942,10.1,0.6,Md,,154.8,0.25152828,0.08,uw,uw60093108,2014-10-14T01:34:14.807Z,"13km S of Eatonville, Washington",earthquake
2014-10-13T13:16:13.850Z,37.4803352,-118.7861633,8.38,1.69,md,18,154,0.1147,0.05,nc,nc72326401,2014-10-13T17:25:59.095Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-13T13:07:12.780Z,36.4365005,-120.9931641,1.74,1.84,md,14,128,0.02402,0.08,nc,nc72326396,2014-10-13T18:19:08.760Z,"25km ENE of Greenfield, California",earthquake
2014-10-13T13:05:25.950Z,37.4811668,-118.7836685,6.35,0.92,md,13,157,0.04975,0.03,nc,nc72326391,2014-10-13T13:29:02.583Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-13T13:04:09.320Z,37.4804993,-118.7845001,6.4,1.55,md,15,158,0.0505,0.02,nc,nc72326386,2014-10-13T13:19:06.512Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-13T12:57:26.000Z,43.7238,-121.316,2,-0.9,Md,,176.4,0.00898315,0.05,uw,uw60891597,2014-10-13T16:04:47.814Z,"16km SE of Three Rivers, Oregon",earthquake
2014-10-13T12:55:53.050Z,36.4360008,-120.9933319,1.01,1.79,md,11,128,0.02366,0.09,nc,nc72326376,2014-10-13T16:48:03.899Z,"25km ENE of Greenfield, California",earthquake
2014-10-13T12:46:04.000Z,62.6055,-148.8535,49.4,1.9,ml,,,,0.86,ak,ak11416985,2014-10-13T13:22:54.372Z,"71km NE of Y, Alaska",earthquake
2014-10-13T12:43:15.270Z,38.8066673,-122.8108368,2.63,1.28,md,29,52,0.01221,0.02,nc,nc72326361,2014-10-13T17:49:05.519Z,"5km NW of The Geysers, California",earthquake
2014-10-13T12:39:35.000Z,63.2447,-151.7657,0.1,2.2,ml,,,,0.76,ak,ak11416981,2014-10-13T12:53:43.407Z,"132km NW of Talkeetna, Alaska",earthquake
2014-10-13T12:39:03.000Z,37.4804993,-118.7884979,6.7,2.63,ml,32,69,0.114,0.05,nc,nc72326351,2014-10-13T17:20:07.260Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-13T12:38:05.000Z,51.8002,178.3796,100,2.5,ml,11,259.199979264002,,0.37,ak,ak11417177,2014-10-13T20:40:48.611Z,"18km SSW of Little Sitkin Island, Alaska",earthquake
2014-10-13T12:31:09.170Z,37.4813347,-118.7863312,6.81,1.15,md,15,158,0.05183,0.03,nc,nc72326346,2014-10-13T16:53:09.438Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-13T12:24:54.740Z,35.755,-97.4982,7.44,3.4,mb_lg,,29,0.054,0.52,us,usb000sljv,2014-10-14T06:27:50.748Z,"11km N of Edmond, Oklahoma",earthquake
2014-10-13T12:24:36.010Z,38.8214989,-122.7811661,2.05,0.63,md,11,89,0.008236,0.03,nc,nc72326341,2014-10-13T12:40:02.347Z,"5km W of Cobb, California",earthquake
2014-10-13T12:14:15.310Z,39.4081667,-111.2585,2.01,1.33,ml,13,86,0.1181,0.19,uu,uu60088212,2014-10-13T19:39:21.280Z,"22km SE of Mount Pleasant, Utah",earthquake
2014-10-13T11:57:19.890Z,-3.6544,135.4112,51.32,4.8,mb,,53,3.24,0.82,us,usb000sljm,2014-10-13T19:59:59.410Z,"32km SSW of Nabire, Indonesia",earthquake
2014-10-13T11:40:03.590Z,36.6514,-98.1812,6.58,2.8,mb_lg,,83,0.216,0.57,us,usb000sljg,2014-10-13T14:21:37.869Z,"14km NE of Helena, Oklahoma",earthquake
2014-10-13T11:27:48.680Z,38.3296661,-122.3853302,1.3,1.85,md,7,114,0.05953,0.02,nc,nc72326321,2014-10-13T16:26:06.615Z,"7km ENE of Sonoma, California",earthquake
2014-10-13T11:02:01.120Z,37.5493317,-121.7733307,7.66,1.48,md,18,105,0.07381,0.07,nc,nc72326311,2014-10-13T15:43:06.915Z,"14km S of Livermore, California",earthquake
2014-10-13T10:57:22.140Z,37.4720001,-118.7858353,7.15,1.33,md,16,162,0.05339,0.03,nc,nc72326306,2014-10-13T15:59:13.695Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-13T10:54:38.170Z,38.8393326,-122.8258362,2.7,1.05,md,21,47,0.007573,0.04,nc,nc72326301,2014-10-13T11:10:02.748Z,"9km WNW of Cobb, California",earthquake
2014-10-13T10:43:13.530Z,38.8183327,-122.810997,3.8,0.88,md,10,78,0.01605,0.02,nc,nc72326296,2014-10-13T10:59:06.497Z,"6km NW of The Geysers, California",earthquake
2014-10-13T10:37:56.570Z,37.4798317,-118.7774963,7.84,1.02,md,11,172,0.0451,0.02,nc,nc72326291,2014-10-13T10:59:06.495Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-13T10:27:21.000Z,63.4115,-149.9039,0,1.9,ml,,,,0.79,ak,ak11416915,2014-10-13T10:43:17.257Z,"47km W of Cantwell, Alaska",earthquake
2014-10-13T10:22:29.000Z,43.7285,-121.316,2,0.3,Md,,208.8,0.00898315,0.04,uw,uw60891592,2014-10-13T16:06:22.948Z,"15km SE of Three Rivers, Oregon",earthquake
2014-10-13T10:20:28.200Z,-5.354,152.2361,69.1,4.7,mb,,67,1.157,0.69,us,usb000slj6,2014-10-13T18:23:01.531Z,"110km S of Kokopo, Papua New Guinea",earthquake
2014-10-13T10:06:37.000Z,61.6911,-146.8465,29.4,1.8,ml,,,,0.7,ak,ak11416913,2014-10-13T10:28:34.439Z,"67km NNW of Valdez, Alaska",earthquake
2014-10-13T10:05:38.940Z,37.4718,-118.7907,7.97,0.19,ml,6,167.97,0.061,,nn,nn00463773,2014-10-13T10:07:00.757Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-13T09:50:54.500Z,43.722,-121.3135,2.3,-0.9,Md,,154.8,0.00898315,0.03,uw,uw60891587,2014-10-13T16:07:58.098Z,"16km SE of Three Rivers, Oregon",earthquake
2014-10-13T09:40:29.140Z,-21.0174,-177.9607,585.73,4.8,mb,,103,4.975,0.49,us,usb000sliy,2014-10-13T17:43:07.223Z,"87km ESE of Ndoi Island, Fiji",earthquake
2014-10-13T09:36:50.580Z,35.4931667,-118.2911667,6.94,1.18,ml,13,111,0.1305,0.23,ci,ci37278672,2014-10-13T22:50:40.950Z,"19km S of Weldon, California",earthquake
2014-10-13T09:33:56.000Z,64.6,-147.9545,19.4,0.6,ml,,,,0.24,ak,ak11416865,2014-10-13T09:45:17.922Z,"27km S of Ester, Alaska",earthquake
2014-10-13T09:33:40.810Z,37.4819984,-118.7808304,8.35,2.32,md,32,56,0.1145,0.05,nc,nc72326246,2014-10-13T17:06:36.573Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-13T09:28:54.550Z,37.4746666,-118.7786636,8.71,2.16,md,31,57,0.1169,0.05,nc,nc72326241,2014-10-13T15:04:07.828Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-13T09:27:12.450Z,37.4813347,-118.7805023,7.77,2.83,md,30,68,0.1152,0.05,nc,nc72326236,2014-10-13T17:29:57.605Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-13T09:26:40.000Z,61.1471,-145.9619,16.7,2.3,ml,,,,0.96,ak,ak11416860,2014-10-13T09:45:17.302Z,"20km E of Valdez, Alaska",earthquake
2014-10-13T09:25:36.440Z,33.238,-116.672,10.32,0.88,ml,42,28,0.04394,0.2,ci,ci37278656,2014-10-13T22:50:44.270Z,"18km NNW of Julian, California",earthquake
2014-10-13T09:23:08.070Z,2.3126,96.2316,35,4.7,mb,,181,1.675,0.77,us,usb000slim,2014-10-13T17:25:47.429Z,"24km SW of Sinabang, Indonesia",earthquake
2014-10-13T09:20:13.000Z,58.9986,-152.1455,68.6,3.3,ml,,,,0.38,ak,ak11416850,2014-10-13T17:22:43.672Z,"79km SSW of Homer, Alaska",earthquake
2014-10-13T09:20:00.300Z,37.4778328,-118.7838364,6.99,1.15,md,15,159,0.05042,0.02,nc,nc72326231,2014-10-13T14:09:07.017Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-13T09:18:48.400Z,19.4382,-155.2562,4.1,1.9,Md,,259.2,0.01796631,0.2,hv,hv60788751,2014-10-13T09:24:35.621Z,"2km WNW of Volcano, Hawaii",earthquake
2014-10-13T09:18:33.210Z,34.0091667,-116.66,4.99,0.68,ml,19,75,0.03094,0.37,ci,ci37278648,2014-10-13T22:51:02.490Z,"8km WSW of Morongo Valley, California",earthquake
2014-10-13T09:16:49.720Z,64.622,-17.4345,8.09,4.6,mb,,113,1.678,0.88,us,usb000slil,2014-10-13T17:19:23.875Z,"114km WNW of Hofn, Iceland",earthquake
2014-10-13T09:10:24.160Z,38.8056679,-122.7458344,0.9,1.13,md,7,165,0.0235,0.14,nc,nc72326226,2014-10-13T13:11:05.709Z,"2km SW of Cobb, California",earthquake
2014-10-13T08:58:19.470Z,36.6205,-97.942,4.13,3.1,mb_lg,,73,0.12,0.71,us,usb000slih,2014-10-13T17:01:14.486Z,"25km NNW of Enid, Oklahoma",earthquake
2014-10-13T08:54:45.630Z,35.481,-118.3165,5.14,0.97,ml,11,118,0.1541,0.23,ci,ci37278640,2014-10-13T22:51:20.460Z,"19km SE of Bodfish, California",earthquake
2014-10-13T08:29:42.940Z,14.747,-92.348,90.44,4.7,mb,,135,0.669,0.97,us,usb000sli8,2014-10-13T16:32:12.975Z,"8km ENE of Puerto Madero, Mexico",earthquake
2014-10-13T08:23:40.510Z,-22.0698,-179.4229,592.9,4.5,mb,,96,4.914,1.21,us,usb000sli5,2014-10-13T16:26:17.406Z,"174km SSW of Ndoi Island, Fiji",earthquake
2014-10-13T08:22:45.420Z,37.4804993,-118.7806702,6.7,1.33,md,9,157,0.1159,0.03,nc,nc72326216,2014-10-13T12:12:04.363Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-13T08:20:53.000Z,60.1565,-152.8346,7.6,3.3,ml,,,,0.77,ak,ak11416799,2014-10-13T16:23:35.440Z,"36km S of Redoubt Volcano, Alaska",earthquake
2014-10-13T08:03:46.260Z,38.8284988,-122.8541641,1.92,0.44,md,9,110,0.01588,0.01,nc,nc72326201,2014-10-13T08:41:06.516Z,"10km NW of The Geysers, California",earthquake
2014-10-13T07:59:43.080Z,38.8255005,-122.7850037,2.07,1.12,md,19,38,0.01268,0.03,nc,nc72326196,2014-10-13T11:45:06.446Z,"5km W of Cobb, California",earthquake
2014-10-13T07:55:45.000Z,51.4679,177.9622,1,3.1,ml,,,,0.36,ak,ak11416797,2014-10-13T16:49:10.477Z,"65km SW of Little Sitkin Island, Alaska",earthquake
2014-10-13T07:43:11.680Z,38.7811661,-122.7566681,2.16,0.53,md,8,118,0.01262,0.01,nc,nc72326181,2014-10-13T08:13:03.387Z,"0km N of The Geysers, California",earthquake
2014-10-13T07:31:07.930Z,38.8398323,-122.8280029,2.64,0.86,md,11,73,0.005975,0.01,nc,nc72326176,2014-10-13T08:01:07.106Z,"9km WNW of Cobb, California",earthquake
2014-10-13T07:05:25.299Z,41.8884,-119.6186,0,2.55,ml,4,242.38,0.51,0.0991,nn,nn00463874,2014-10-13T23:00:43.809Z,"68km ESE of Lakeview, Oregon",earthquake
2014-10-13T06:56:11.320Z,37.4816666,-118.784668,7.06,1.08,md,15,157,0.05048,0.02,nc,nc72326166,2014-10-13T07:08:06.338Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-13T06:45:00.130Z,38.8351669,-122.8771667,3.32,0.94,md,19,61,0.005781,0.03,nc,nc72326161,2014-10-13T07:00:05.473Z,"12km ENE of Cloverdale, California",earthquake
2014-10-13T06:43:23.720Z,36.382,-120.9621658,6.42,2.11,md,28,105,0.06266,0.06,nc,nc72326156,2014-10-13T11:18:08.579Z,"23km NE of King City, California",earthquake
2014-10-13T06:40:26.100Z,43.7235,-121.313,2.1,-0.9,Md,,165.6,0.00898315,0.04,uw,uw60891577,2014-10-13T16:13:13.674Z,"16km SE of Three Rivers, Oregon",earthquake
2014-10-13T06:26:15.017Z,41.8688,-119.6263,1.2293,1.79,ml,3,244.8,0.505,0.0265,nn,nn00463872,2014-10-13T22:55:22.544Z,"69km ESE of Lakeview, Oregon",earthquake
2014-10-13T06:23:38.580Z,-46.3423,166.0035,22.19,4.6,mb,,108,0.501,0.9,us,usb000slhg,2014-10-13T14:26:05.827Z,"154km W of Riverton, New Zealand",earthquake
2014-10-13T06:21:20.000Z,60.1234,-147.0993,20.1,1.9,ml,,,,0.38,ak,ak11416735,2014-10-13T06:34:33.052Z,"87km WSW of Cordova, Alaska",earthquake
2014-10-13T06:15:10.000Z,60.2748,-152.7445,88.5,2.8,ml,,,,0.84,ak,ak11416733,2014-10-13T14:17:53.120Z,"23km S of Redoubt Volcano, Alaska",earthquake
2014-10-13T06:03:38.540Z,37.4788322,-118.7815018,8.21,2.13,md,31,57,0.1173,0.05,nc,nc72326146,2014-10-13T17:46:17.502Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-13T05:54:01.150Z,37.5916672,-119.0051651,5.06,0.76,md,9,225,0.02467,0.02,nc,nc72326141,2014-10-13T06:01:04.020Z,"6km SSW of Mammoth Lakes, California",earthquake
2014-10-13T05:46:21.000Z,61.5767,-146.5365,31.3,1.6,ml,,,,0.36,ak,ak11416707,2014-10-13T06:05:18.680Z,"50km NNW of Valdez, Alaska",earthquake
2014-10-13T05:45:56.080Z,37.4752,-118.7875,8.33,0.5,ml,7,158.98,0.044,,nn,nn00463753,2014-10-13T05:47:08.090Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-13T05:38:08.400Z,36.1078333,-117.968,1.1,1.86,ml,28,65,0.118,0.19,ci,ci37278632,2014-10-13T22:52:39.270Z,"53km NNW of Inyokern, California",earthquake
2014-10-13T05:26:34.900Z,19.3445,-155.0792,4.6,1.9,md,,165.599986752001,0.04491576,0.34,hv,hv60788576,2014-10-13T06:26:03.356Z,"18km S of Fern Acres, Hawaii",earthquake
2014-10-13T05:18:34.457Z,37.4754,-118.794,4.6659,0.22,ml,8,165.81,0.058,0.1377,nn,nn00463749,2014-10-13T17:30:36.138Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-13T05:17:23.290Z,37.4823341,-118.7773361,7.94,1.18,md,8,155,0.0446,0.01,nc,nc72326111,2014-10-13T09:52:04.223Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-13T05:13:42.780Z,-46.104,165.8821,10,5.7,mwb,,40,0.558,1.12,us,usb000slgy,2014-10-13T13:56:17.000Z,"161km WSW of Te Anau, New Zealand",earthquake
2014-10-13T05:11:14.698Z,40.0813,-119.6919,16.4822,0.24,ml,5,124.19,0.094,0.0471,nn,nn00463750,2014-10-13T06:01:39.132Z,"48km N of Spanish Springs, Nevada",earthquake
2014-10-13T04:58:25.760Z,5.2433,-82.6161,10,4.6,mb,,165,4.774,1.31,us,usb000slgt,2014-10-13T13:01:05.745Z,"South of Panama",earthquake
2014-10-13T04:51:31.400Z,37.4811668,-118.776001,7.89,1.5,md,21,155,0.1166,0.03,nc,nc72326101,2014-10-13T07:40:04.776Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-13T04:49:47.000Z,60.5165,-141.3037,20,1.2,ml,,,,0.28,ak,ak11416677,2014-10-13T05:08:19.988Z,"80km NE of Cape Yakataga, Alaska",earthquake
2014-10-13T04:45:59.650Z,40.887,-111.5111667,9.42,0.97,md,11,182,0.05623,0.07,uu,uu60088202,2014-10-13T19:35:12.210Z,"10km WSW of Coalville, Utah",earthquake
2014-10-13T04:43:51.100Z,19.1608,-155.5965,5.4,4,Ml,,100.8,0.12576414,0.19,hv,hv60788561,2014-10-14T04:23:53.041Z,"13km WSW of Pahala, Hawaii",earthquake
2014-10-13T04:24:12.230Z,36.4338341,-120.9941635,2.02,1.96,md,12,127,0.02209,0.08,nc,nc72326091,2014-10-13T09:10:09.637Z,"25km ENE of Greenfield, California",earthquake
2014-10-13T04:18:13.110Z,34.9436667,-118.75,9.94,1.58,ml,33,71,0.07857,0.19,ci,ci37278624,2014-10-13T22:51:41.880Z,"15km NE of Lebec, California",earthquake
2014-10-13T04:12:29.100Z,43.7235,-121.3148,1.9,0.5,Md,,165.6,0.00898315,0.06,uw,uw60891542,2014-10-13T05:18:33.817Z,"16km SE of Three Rivers, Oregon",earthquake
2014-10-13T03:44:13.780Z,37.478,-118.7882,8.07,0.5,ml,7,158.98,0.044,,nn,nn00463735,2014-10-13T03:45:38.290Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-13T03:40:53.460Z,34.0363333,-116.3195,12.06,0.87,ml,14,83,0.06709,0.3,ci,ci37278616,2014-10-13T03:44:41.640Z,"10km S of Joshua Tree, California",earthquake
2014-10-13T03:27:17.665Z,37.2343,-117.3241,13.5395,3.29,ml,22,44.99,0.235,0.1871,nn,nn00463730,2014-10-13T11:29:43.401Z,"53km S of Goldfield, Nevada",earthquake
2014-10-13T03:21:24.940Z,-32.5582,-111.1604,10,5,mb,,68,5.64,1.05,us,usb000slgm,2014-10-13T11:23:50.273Z,"Southern East Pacific Rise",earthquake
2014-10-13T03:18:06.200Z,19.4278,-155.307,1.5,2,Ml,,198,0.01796631,0.17,hv,hv60788441,2014-10-13T03:23:53.000Z,"7km W of Volcano, Hawaii",earthquake
2014-10-13T03:17:39.120Z,37.4798317,-118.7809982,7.83,1.4,md,8,157,0.04784,0.01,nc,nc72326046,2014-10-13T08:13:08.409Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-13T03:14:20.800Z,19.453,-155.271,3,1.8,Ml,,280.8,0.02694946,0.27,hv,hv60788426,2014-10-13T03:20:07.912Z,"4km NW of Volcano, Hawaii",earthquake
